name,date,dayofweek,round,venue,result,squad,opponent,game_started,position,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,bench_explain
Romelu Lukaku,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,Y,FW,75.0,7.0,10.0,70.0,151.0,7.0,4.0,5.0,80.0,1.0,3.0,33.3,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Romelu Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romelu Lukaku,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,N,FW,9.0,2.0,2.0,100.0,32.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
Romelu Lukaku,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,N,FW,22.0,5.0,8.0,62.5,49.0,8.0,4.0,7.0,57.1,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mason Mount,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,Y,AM,90.0,46.0,58.0,79.3,668.0,207.0,21.0,21.0,100.0,15.0,20.0,75.0,4.0,10.0,40.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,
Mason Mount,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,RW,81.0,38.0,46.0,82.6,551.0,233.0,17.0,21.0,81.0,14.0,15.0,93.3,2.0,4.0,50.0,1.0,0.8,4.0,5.0,4.0,0.0,9.0,
Mason Mount,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,"CM,AM",90.0,21.0,27.0,77.8,278.0,88.0,15.0,16.0,93.8,5.0,5.0,100.0,1.0,5.0,20.0,0.0,0.1,1.0,0.0,1.0,0.0,2.0,
Mason Mount,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Mason Mount,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,RW,45.0,17.0,21.0,81.0,227.0,44.0,9.0,9.0,100.0,5.0,6.0,83.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,
Mason Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Mount,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,N,RW,26.0,17.0,20.0,85.0,264.0,71.0,11.0,12.0,91.7,6.0,8.0,75.0,0.0,0.0,,0.0,0.7,2.0,0.0,2.0,1.0,1.0,
Mason Mount,2021-10-16,Sat,8,Away,W 1–0,Chelsea,Brentford,N,CM,26.0,11.0,15.0,73.3,208.0,82.0,4.0,6.0,66.7,6.0,6.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
Mason Mount,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y,"AM,FW",90.0,35.0,42.0,83.3,452.0,102.0,25.0,27.0,92.6,8.0,11.0,72.7,1.0,3.0,33.3,1.0,0.5,3.0,3.0,3.0,0.0,4.0,
Mason Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Mount,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,N,DM,6.0,5.0,7.0,71.4,109.0,60.0,2.0,2.0,100.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
Mason Mount,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y,RW,61.0,20.0,28.0,71.4,297.0,64.0,12.0,15.0,80.0,6.0,8.0,75.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,
Mason Mount,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,N,RW,13.0,9.0,12.0,75.0,155.0,37.0,4.0,4.0,100.0,3.0,5.0,60.0,2.0,2.0,100.0,0.0,0.4,2.0,0.0,1.0,0.0,2.0,
Mason Mount,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,Y,"AM,DM",90.0,17.0,26.0,65.4,218.0,37.0,6.0,10.0,60.0,7.0,10.0,70.0,0.0,1.0,0.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,
Callum Hudson-Odoi,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Callum Hudson-Odoi,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Callum Hudson-Odoi,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Callum Hudson-Odoi,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y,"WB,AM",81.0,30.0,40.0,75.0,427.0,122.0,16.0,17.0,94.1,11.0,14.0,78.6,1.0,5.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,
Callum Hudson-Odoi,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Callum Hudson-Odoi,2021-09-25,Sat,6,Home,L 0–1,Chelsea,Manchester City,N,,,,,,,,,,,,,,,,,,,,,,,,"On matchday squad, but did not play"
Callum Hudson-Odoi,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,Y,LW,64.0,13.0,19.0,68.4,243.0,55.0,6.0,10.0,60.0,6.0,7.0,85.7,1.0,1.0,100.0,0.0,0.1,1.0,0.0,0.0,0.0,1.0,
