name,date,dayofweek,round,venue,result,squad,opponent,game_started,position,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,bench_explain
Thiago Silva,2021-10-02,Sat,7,Home,W 3–1,Chelsea,Southampton,Y,CB,90.0,85.0,7.0,41.0,46.0,2.0,0.0,83.0,2.0,2.0,100.0,2.0,0.0,51.0,277.0,154.0,7.0,2.0,0.0,0.0,0.0,55.0,55.0,100.0,0.0,
Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Silva,2021-10-23,Sat,9,Home,W 7–0,Chelsea,Norwich City,Y,CB,90.0,94.0,7.0,44.0,54.0,4.0,0.0,92.0,0.0,0.0,,0.0,0.0,61.0,388.0,240.0,7.0,1.0,0.0,0.0,0.0,71.0,70.0,98.6,0.0,
Thiago Silva,2021-10-30,Sat,10,Away,W 3–0,Chelsea,Newcastle Utd,Y,CB,90.0,96.0,8.0,30.0,65.0,10.0,0.0,92.0,0.0,0.0,,0.0,0.0,61.0,389.0,271.0,19.0,4.0,0.0,1.0,0.0,74.0,74.0,100.0,0.0,
Thiago Silva,2021-11-06,Sat,11,Home,D 1–1,Chelsea,Burnley,Y,CB,90.0,91.0,12.0,49.0,45.0,5.0,4.0,89.0,0.0,0.0,,0.0,0.0,67.0,354.0,224.0,4.0,0.0,0.0,0.0,0.0,71.0,70.0,98.6,1.0,
Thiago Silva,2021-11-20,Sat,12,Away,W 3–0,Chelsea,Leicester City,Y,CB,90.0,100.0,14.0,55.0,48.0,0.0,0.0,98.0,0.0,0.0,,0.0,0.0,70.0,364.0,154.0,2.0,0.0,0.0,0.0,0.0,79.0,79.0,100.0,0.0,
Thiago Silva,2021-11-28,Sun,13,Home,D 1–1,Chelsea,Manchester Utd,Y,CB,90.0,93.0,6.0,44.0,58.0,2.0,1.0,92.0,0.0,0.0,,0.0,0.0,72.0,337.0,194.0,2.0,1.0,0.0,0.0,0.0,71.0,69.0,97.2,0.0,
Thiago Silva,2021-12-01,Wed,14,Away,W 2–1,Chelsea,Watford,N,CB,45.0,31.0,5.0,17.0,15.0,0.0,0.0,28.0,0.0,0.0,,0.0,0.0,15.0,76.0,29.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,100.0,0.0,
Marcos Alonso,2021-08-14,Sat,1,Home,W 3–0,Chelsea,Crystal Palace,Y,WB,85.0,67.0,0.0,4.0,21.0,44.0,2.0,56.0,1.0,1.0,100.0,1.0,0.0,43.0,270.0,130.0,10.0,2.0,0.0,0.0,0.0,51.0,44.0,86.3,7.0,
Marcos Alonso,2021-08-22,Sun,2,Away,W 2–0,Chelsea,Arsenal,Y,WB,90.0,65.0,4.0,24.0,19.0,25.0,4.0,51.0,0.0,1.0,0.0,0.0,0.0,36.0,135.0,75.0,6.0,1.0,2.0,2.0,0.0,42.0,38.0,90.5,5.0,
Marcos Alonso,2021-08-28,Sat,3,Away,D 1–1,Chelsea,Liverpool,Y,WB,90.0,69.0,9.0,31.0,28.0,13.0,2.0,61.0,0.0,3.0,0.0,0.0,0.0,34.0,185.0,71.0,3.0,1.0,0.0,3.0,1.0,45.0,35.0,77.8,3.0,
Marcos Alonso,2021-09-11,Sat,4,Home,W 3–0,Chelsea,Aston Villa,Y*,WB,90.0,58.0,4.0,17.0,19.0,23.0,1.0,48.0,0.0,0.0,,0.0,0.0,26.0,143.0,74.0,3.0,1.0,0.0,2.0,0.0,34.0,27.0,79.4,3.0,
Marcos Alonso,2021-09-19,Sun,5,Away,W 3–0,Chelsea,Tottenham,Y,WB,90.0,94.0,4.0,19.0,34.0,43.0,6.0,78.0,1.0,4.0,25.0,1.0,0.0,57.0,298.0,205.0,10.0,1.0,0.0,0.0,2.0,62.0,57.0,91.9,6.0,
